experiment,shape,variant,device,dtype,repeat,warmup,estimated_weight_size_mb,mse,mae,max_error,cosine_similarity,latency_mean_ms,latency_std_ms
projector_quant,"batch=1,tokens=256,in=1152,out=2048",fp32,cuda,float32,30,5,9.0,0.0,0.0,0.0,1.0,0.15570036669790474,0.0030220843004650252
projector_quant,"batch=1,tokens=256,in=1152,out=2048",fp16,cuda,float32,30,5,4.5,1.7177541167257004e-07,0.0003217836783733219,0.002887725830078125,0.9999998807907104,0.05722830007168037,0.004709382612396083
projector_quant,"batch=1,tokens=256,in=1152,out=2048",int8_fake_quant,cuda,float32,30,5,2.25,0.0002519895206205547,0.012669140473008156,0.07647991180419922,0.9998736381530762,0.2938017666262264,0.006681306526700873
projector_quant,"batch=1,tokens=256,in=1152,out=2048",int4_weight_only_fake_quant,cuda,float32,30,5,1.125,0.020706994459033012,0.1143026053905487,0.746322751045227,0.9897682666778564,0.26015226664336905,0.00240886227453759
