experiment,shape,variant,device,repeat,warmup,estimated_weight_size_mb,mse,mae,max_error,cosine_similarity,latency_mean_ms,latency_std_ms
gelu_approx,1x256x2048,torch_gelu,cpu,5,2,0.0,0.0,0.0,0.0,1.0000135898590088,0.2973103997646831,0.09539612482990369
gelu_approx,1x256x2048,tanh_gelu,cpu,5,2,0.0,4.882848969600673e-08,0.00016062863869592547,0.00047397613525390625,1.0000133514404297,0.06963640043977648,0.0017879950892444676
gelu_approx,1x256x2048,pwl_gelu,cpu,5,2,0.0,0.0006029437063261867,0.012064212001860142,0.07548809051513672,0.9999570250511169,2.9112333999364637,0.2740382811816028
gelu_approx,1x256x2048,lut_gelu,cpu,5,2,0.0,9.405726197897479e-11,4.8859938033274375e-06,3.8369827962014824e-05,1.0000134706497192,3.208879799058195,0.32540371386599376
