experiment,steps,baseline,device,action_horizon,action_dim,cond_dim,hidden_dim,train_steps,latency_mean_ms,latency_std_ms,speedup_vs_10_step,mse,mae,max_error,cosine_similarity,relative_l2_error
pi0_shape_flow_step_reduction,10,clean_action,cuda,50,32,1024,512,1500,1.4789139032363892,0.0069867693819105625,1.0479520078503766,0.9129636883735657,0.7617622017860413,4.536312580108643,0.18785612285137177,1.9768257141113281
pi0_shape_flow_step_reduction,8,10_step_output,cuda,50,32,1024,512,1500,1.1975429058074951,0.02941276691854,1.2941755880465686,9.296466487285215e-06,0.00242422753944993,0.013679563999176025,0.999994695186615,0.0033141179010272026
pi0_shape_flow_step_reduction,6,10_step_output,cuda,50,32,1024,512,1500,0.9080482721328735,0.002693524584174156,1.7067713709691712,6.881992885610089e-05,0.006595853250473738,0.037314534187316895,0.9999601244926453,0.009017083793878555
pi0_shape_flow_step_reduction,4,10_step_output,cuda,50,32,1024,512,1500,0.6235914826393127,0.003773139789700508,2.485330280289987,0.0003821980208158493,0.01554495096206665,0.0883980393409729,0.999779462814331,0.021249718964099884
pi0_shape_flow_step_reduction,2,10_step_output,cuda,50,32,1024,512,1500,0.3475346267223358,0.026435168460011482,4.459500363895121,0.004319841042160988,0.0522892028093338,0.2928002178668976,0.9975420236587524,0.07144023478031158
